index,File_Name,File_Description,date_published,flmd_filename,flmd_source
201,SSS_*_EnvContext_*.mov,Field videos to show the environmental context of each site. The first asterisk refers to the site ID and date. The second asterisk is an indicator to differentiate photos taken at the same site and date. Each video should start by looking directly upstream with riparian vegetation in view and rotate towards the river downstream until looking directly down the shoreline with riparian vegetation in view.,2023-02-08,CM_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/CM_SSS_Data_Package_v1/CM_SSS_Data_Package/CM_SSS_flmd.csv
340,SSS_*_EnvContext_*.mov,Field videos to show the environmental context of each site. The first asterisk refers to the site ID and date. The second asterisk is an indicator to differentiate photos taken at the same site and date. Each video should start by looking directly upstream with riparian vegetation in view and rotate towards the river downstream until looking directly down the shoreline with riparian vegetation in view.,2023-06-21,v2_CM_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/CM_SSS_Data_Package_v2/v2_CM_SSS_Data_Package/v2_CM_SSS_flmd.csv
200,SSS_*_EnvContext_*.mp4,Field videos to show the environmental context of each site. The first asterisk refers to the site ID and date. The second asterisk is an indicator to differentiate photos taken at the same site and date. Each video should start by looking directly upstream with riparian vegetation in view and rotate towards the river downstream until looking directly down the shoreline with riparian vegetation in view.,2023-02-08,CM_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/CM_SSS_Data_Package_v1/CM_SSS_Data_Package/CM_SSS_flmd.csv
339,SSS_*_EnvContext_*.mp4,Field videos to show the environmental context of each site. The first asterisk refers to the site ID and date. The second asterisk is an indicator to differentiate photos taken at the same site and date. Each video should start by looking directly upstream with riparian vegetation in view and rotate towards the river downstream until looking directly down the shoreline with riparian vegetation in view.,2023-06-21,v2_CM_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/CM_SSS_Data_Package_v2/v2_CM_SSS_Data_Package/v2_CM_SSS_flmd.csv
198,SSS_*_EnvContext_*.png,"Field photos to show the environmental context of each SSS site. The first asterisk refers to the site ID and date. The second asterisk is an indicator to differentiate photos taken at the same site and date. Samplers took photos looking upstream, downstream, and across stream at most sites.",2023-02-08,CM_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/CM_SSS_Data_Package_v1/CM_SSS_Data_Package/CM_SSS_flmd.csv
337,SSS_*_EnvContext_*.png,Field photos to show the environmental context of each SSS site. The first asterisk refers to the site ID and date. The second asterisk is an indicator to differentiate photos taken at the same site and date. Samplers took photos looking upstream; downstream; and across stream at most sites.,2023-06-21,v2_CM_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/CM_SSS_Data_Package_v2/v2_CM_SSS_Data_Package/v2_CM_SSS_flmd.csv
492,SSS_*.jpg,Sediment quadrat photos to show the grain size at each site (part 1). The asterisk refers to the site ID; date; and an indicator to differentiate photos taken at the same site and date. Samplers took photos of the full quadrat and also of individual squares making up the full quadrat. Most quadrats that were photographed have photos of all 16 individual squares that make up the full quadrat; but some do not. The quadrat frame size is 80 centimeters by 80 centimeters; and it is made up of sixteen 20 centimeter by 20 centimeter squares.,2023-09-20,v2_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package_v2/v2_SSS_Data_Package/v2_SSS_flmd.csv
494,SSS_*.jpg,Sediment quadrat photos to show the grain size at each site (part 2). The asterisk refers to the site ID; date; and an indicator to differentiate photos taken at the same site and date. Samplers took photos of the full quadrat and also of individual squares making up the full quadrat. Most quadrats that were photographed have photos of all 16 individual squares that make up the full quadrat; but some do not. The quadrat frame size is 80 centimeters by 80 centimeters; and it is made up of sixteen 20 centimeter by 20 centimeter squares.,2023-09-20,v2_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package_v2/v2_SSS_Data_Package/v2_SSS_flmd.csv
766,SSS_*.jpg,Sediment quadrat photos to show the grain size at each site (part 1). The asterisk refers to the site ID; date; and an indicator to differentiate photos taken at the same site and date. Samplers took photos of the full quadrat and also of individual squares making up the full quadrat. Most quadrats that were photographed have photos of all 16 individual squares that make up the full quadrat; but some do not. The quadrat frame size is 80 centimeters by 80 centimeters; and it is made up of sixteen 20 centimeter by 20 centimeter squares.,2024-10-22,v3_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package_v3/v3_SSS_Data_Package/v3_SSS_flmd.csv
768,SSS_*.jpg,Sediment quadrat photos to show the grain size at each site (part 2). The asterisk refers to the site ID; date; and an indicator to differentiate photos taken at the same site and date. Samplers took photos of the full quadrat and also of individual squares making up the full quadrat. Most quadrats that were photographed have photos of all 16 individual squares that make up the full quadrat; but some do not. The quadrat frame size is 80 centimeters by 80 centimeters; and it is made up of sixteen 20 centimeter by 20 centimeter squares.,2024-10-22,v3_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package_v3/v3_SSS_Data_Package/v3_SSS_flmd.csv
262,SSS_Air_Press_Temp_Summary.csv,Summary statistics (e.g. mean; range) for BarotrollAtm data.,2023-04-14,SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package/SSS_Data_Package/SSS_flmd.csv
263,SSS_Air_Press_Temp_TsPlot.pdf,Time series plots for data from BarotrollAtm sensor.,2023-04-14,SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package/SSS_Data_Package/SSS_flmd.csv
264,SSS_Air_Press_Temp_Vplot.pdf,Violin plots for data from BarotrollAtm sensor.,2023-04-14,SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package/SSS_Data_Package/SSS_flmd.csv
358,SSS_combined_SM_results.csv,Combined results of streamMetabolizer model for all sites.,2023-06-29,SSS_ER_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Ecosystem_Respiration_Data_Package/SSS_Ecosystem_Respiration_Data_Package/SSS_ER_flmd.csv
252,SSS_CottonStrip_TensileStrength_DecayRate_Summary.csv,Mean tensile strength and decay rate from cotton strip samples. Methods information is embedded with methods codes that are defined in SSS_Methods_Codes.csv. The file follows the ESS-DIVE Reporting Format for Soil; Sediment; and Water Chemistry data (Boye et al. 2022).,2023-04-14,SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package/SSS_Data_Package/SSS_flmd.csv
454,SSS_CottonStrip_TensileStrength_DecayRate_Summary.csv,Mean tensile strength and decay rate from cotton strip samples. Methods information is embedded with methods codes that are defined in SSS_Methods_Codes.csv. The file follows the ESS-DIVE Reporting Format for Soil; Sediment; and Water Chemistry data (Boye et al. 2022).,2023-09-20,v2_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package_v2/v2_SSS_Data_Package/v2_SSS_flmd.csv
745,SSS_CottonStrip_TensileStrength_DecayRate_Summary.csv,Mean tensile strength and decay rate from cotton strip samples. Methods information is embedded with methods codes that are defined in SSS_Methods_Codes.csv. The file follows the ESS-DIVE Reporting Format for Soil; Sediment; and Water Chemistry data (Boye et al. 2022).,2024-10-22,v3_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package_v3/v3_SSS_Data_Package/v3_SSS_flmd.csv
251,SSS_CottonStrip_TensileStrength_DecayRate.csv,Tensile strength and decay rate from cotton strip samples. The incubation time is also included in this file as it is used to calculate decay rate. The date and time of deploying and retrieving the cotton strips were used to calculate the incubation time. Methods information is embedded with methods codes that are defined in SSS_Methods_Codes.csv. The file follows the ESS-DIVE Reporting Format for Soil; Sediment; and Water Chemistry data (Boye et al. 2022).,2023-04-14,SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package/SSS_Data_Package/SSS_flmd.csv
453,SSS_CottonStrip_TensileStrength_DecayRate.csv,Tensile strength and decay rate from cotton strip samples. The incubation time is also included in this file as it is used to calculate decay rate. The date and time of deploying and retrieving the cotton strips were used to calculate the incubation time. Methods information is embedded with methods codes that are defined in SSS_Methods_Codes.csv. The file follows the ESS-DIVE Reporting Format for Soil; Sediment; and Water Chemistry data (Boye et al. 2022).,2023-09-20,v2_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package_v2/v2_SSS_Data_Package/v2_SSS_flmd.csv
744,SSS_CottonStrip_TensileStrength_DecayRate.csv,Tensile strength and decay rate from cotton strip samples. The incubation time is also included in this file as it is used to calculate decay rate. The date and time of deploying and retrieving the cotton strips were used to calculate the incubation time. Methods information is embedded with methods codes that are defined in SSS_Methods_Codes.csv. The file follows the ESS-DIVE Reporting Format for Soil; Sediment; and Water Chemistry data (Boye et al. 2022).,2024-10-22,v3_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package_v3/v3_SSS_Data_Package/v3_SSS_flmd.csv
244,SSS_dd.csv,Data dictionary that defines columns headers across all csv files contained in the data package.,2023-04-14,SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package/SSS_Data_Package/SSS_flmd.csv
195,SSS_DO_INC.csv,Time series dissolved oxygen data used to calculate respiration rates for samples starting with SSS. The detection limit for the Fibox 3 is 0.015 milligrams per liter and the precision is 0.04 milligrams per liter.,2023-02-08,CM_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/CM_SSS_Data_Package_v1/CM_SSS_Data_Package/CM_SSS_flmd.csv
332,SSS_DO_INC.csv,Time series dissolved oxygen data used to calculate respiration rates for samples starting with SSS. The detection limit for the Fibox 3 is 0.015 milligrams per liter and the precision is 0.04 milligrams per liter.,2023-06-21,v2_CM_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/CM_SSS_Data_Package_v2/v2_CM_SSS_Data_Package/v2_CM_SSS_flmd.csv
641,SSS_DO_INC.csv,Time series dissolved oxygen data used to calculate respiration rates for samples starting with SSS. The detection limit for the Fibox 3 is 0.015 milligrams per liter and the precision is 0.04 milligrams per liter.,2023-12-20,v3_CM_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/CM_SSS_Data_Package_v3/v3_CM_SSS_Data_Package/v3_CM_SSS_flmd.csv
676,SSS_DO_INC.csv,Time series dissolved oxygen data used to calculate respiration rates for samples starting with SSS. The detection limit for the Fibox 3 is 0.015 milligrams per liter and the precision is 0.04 milligrams per liter.,2024-07-02,v4_CM_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/CM_SSS_Data_Package_v4/v4_CM_SSS_Data_Package/v4_CM_SSS_flmd.csv
955,SSS_DO_INC.csv,Time series dissolved oxygen data used to calculate respiration rates for samples starting with SSS. The detection limit for the Fibox 3 is 0.015 milligrams per liter and the precision is 0.04 milligrams per liter.,2025-04-16,v5_CM_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/CM_SSS_Data_Package_v5/v5_CM_SSS_Data_Package/v5_CM_SSS_flmd.csv
1320,SSS_DO_INC.csv,Time series dissolved oxygen data used to calculate respiration rates for samples starting with SSS. The detection limit for the Fibox 3 is 0.015 milligrams per liter and the precision is 0.04 milligrams per liter.,2025-09-16,v6_CM_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/CM_SSS_Data_Package_v6/v6_CM_SSS_Data_Package/v6_CM_SSS_flmd.csv
347,SSS_ER_d50_TotalOxygenConsumed.csv,Modeled median grain size (d50; Gomez-Velez et al.; 2015) and annual oxygen consumption (Son et al.; 2022).,2023-06-29,SSS_ER_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Ecosystem_Respiration_Data_Package/SSS_Ecosystem_Respiration_Data_Package/SSS_ER_flmd.csv
345,SSS_ER_dd.csv,Data dictionary that defines columns headers across all csv files contained in the data package.,2023-06-29,SSS_ER_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Ecosystem_Respiration_Data_Package/SSS_Ecosystem_Respiration_Data_Package/SSS_ER_flmd.csv
346,SSS_ER_flmd.csv,File-level metadata that lists and describes all of the files contained in the data package. Two copies of the flmd have been included in this data package: one outside of the data zip folder and one inside. The purpose of this duplicated file is for the user to see the data package contents without downloading and unzipping the data folder; while still maintaining a complete set of files inside the zip.,2023-06-29,SSS_ER_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Ecosystem_Respiration_Data_Package/SSS_Ecosystem_Respiration_Data_Package/SSS_ER_flmd.csv
349,SSS_ER_Installation_Methods.csv,Description of methods associated with installation/deployment of sensors. Required by ESS-DIVE Reporting Format for Hydrologic Monitoring (Goldman et al. 2021).,2023-06-29,SSS_ER_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Ecosystem_Respiration_Data_Package/SSS_Ecosystem_Respiration_Data_Package/SSS_ER_flmd.csv
245,SSS_Field_Metadata.csv,Metadata for each set of samples collected at a given point in space and time. Each row generally refers to three replicates collected together that are each named with the same sample name and each have a replicate identifier appended to the end to create a unique identifier (e.g. SSS005 provides information for the samples SSS005_COT-1; SSS005_COT-2; SSS005_COT-3; SSS005_COT-4; which were individual samples collected in the field at the same time and location and can be treated as biological replicates). The metadata file provides accompanying information captured in the field (i.e. coordinates; date; weather; etc.).,2023-04-14,SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package/SSS_Data_Package/SSS_flmd.csv
188,SSS_Field_Protocol.pdf,"Step-by-step instructions used to complete the sampling in the field for data and sample names that have ""SSS"" at the beginning.",2023-02-08,CM_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/CM_SSS_Data_Package_v1/CM_SSS_Data_Package/CM_SSS_flmd.csv
246,SSS_Field_Protocol.pdf,Step-by-step instructions used to complete the sampling in the field.,2023-04-14,SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package/SSS_Data_Package/SSS_flmd.csv
317,SSS_Field_Protocol.pdf,"Step-by-step instructions used to complete the sampling in the field for data and sample names that have ""SSS"" at the beginning.",2023-06-21,v2_CM_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/CM_SSS_Data_Package_v2/v2_CM_SSS_Data_Package/v2_CM_SSS_flmd.csv
455,SSS_Field_Protocol.pdf,Step-by-step instructions used to complete the sampling in the field.,2023-09-20,v2_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package_v2/v2_SSS_Data_Package/v2_SSS_flmd.csv
626,SSS_Field_Protocol.pdf,"Step-by-step instructions used to complete the sampling in the field for data and sample names that have ""SSS"" at the beginning.",2023-12-20,v3_CM_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/CM_SSS_Data_Package_v3/v3_CM_SSS_Data_Package/v3_CM_SSS_flmd.csv
657,SSS_Field_Protocol.pdf,"Step-by-step instructions used to complete the sampling in the field for data and sample names that have ""SSS"" at the beginning.",2024-07-02,v4_CM_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/CM_SSS_Data_Package_v4/v4_CM_SSS_Data_Package/v4_CM_SSS_flmd.csv
739,SSS_Field_Protocol.pdf,Step-by-step instructions used to complete the sampling in the field.,2024-10-22,v3_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package_v3/v3_SSS_Data_Package/v3_SSS_flmd.csv
914,SSS_Field_Protocol.pdf,"Step-by-step instructions used to complete the sampling in the field for data and sample names that have ""SSS"" at the beginning.",2025-04-16,v5_CM_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/CM_SSS_Data_Package_v5/v5_CM_SSS_Data_Package/v5_CM_SSS_flmd.csv
1279,SSS_Field_Protocol.pdf,"Step-by-step instructions used to complete the sampling in the field for data and sample names that have ""SSS"" at the beginning.",2025-09-16,v6_CM_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/CM_SSS_Data_Package_v6/v6_CM_SSS_Data_Package/v6_CM_SSS_flmd.csv
247,SSS_flmd.csv,File-level metadata that lists and describes all of the files contained in the data package.,2023-04-14,SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package/SSS_Data_Package/SSS_flmd.csv
248,SSS_Installation_Methods.csv,Description of methods associated with installation/deployment of sensors. Required by ESS-DIVE Reporting Format for Hydrologic Monitoring (Goldman et al. 2021).,2023-04-14,SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package/SSS_Data_Package/SSS_flmd.csv
456,SSS_Installation_Methods.csv,Description of methods associated with installation/deployment of sensors. Required by ESS-DIVE Reporting Format for Hydrologic Monitoring (Goldman et al. 2021).,2023-09-20,v2_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package_v2/v2_SSS_Data_Package/v2_SSS_flmd.csv
350,SSS_k600.csv,Gas exchange (k600) estimated from hydrologic parameters using emperical relationships. Input file for the streamMetabolizer model.,2023-06-29,SSS_ER_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Ecosystem_Respiration_Data_Package/SSS_Ecosystem_Respiration_Data_Package/SSS_ER_flmd.csv
249,SSS_Metadata_IGSN-Mapping.csv,"File that maps between sample names and registered International Geo Sample Numbers (IGSNs). Includes metadata required by ESS-DIVE Reporting Format for Sample ID and Metadata (Damerow et al. 2020). Some fields are repeated from the field metadata. In compliance with the ESS-DIVE Location Metadata Reporting Format (Crystal-Ornelas et al. 2022) the Submission_Contact_Name; Submission_Contact_Email; Location_ID; Description; Latitude; and Longitude can all be found in the Dataset Metadata associated with this data package (and found on the ESS-DIVE landing page). The Location_ID; Latitude; and Longitude can also be found in the file ending in ""_IGSN-Mapping.csv"" as Locality; Latitude; and Longitude; respectively. There is no separate file associated with the ESS-DIVE Location Metadata Reporting Format.",2023-04-14,SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package/SSS_Data_Package/SSS_flmd.csv
250,SSS_Methods_Codes.csv,Definitions of methods codes used in SSS_Water_TSS.csv and SSS_CottonStrip_TensileStrength_DecayRate.csv.,2023-04-14,SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package/SSS_Data_Package/SSS_flmd.csv
457,SSS_Methods_Codes.csv,Definitions of methods codes used in SSS_Water_TSS.csv and SSS_CottonStrip_TensileStrength_DecayRate.csv.,2023-09-20,v2_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package_v2/v2_SSS_Data_Package/v2_SSS_flmd.csv
746,SSS_Methods_Codes.csv,Definitions of methods codes used in SSS_Water_TSS.csv and SSS_CottonStrip_TensileStrength_DecayRate.csv.,2024-10-22,v3_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package_v3/v3_SSS_Data_Package/v3_SSS_flmd.csv
196,SSS_Respiration_10-28-2022.R,"The R code used to calculate respiration rates from the time series dissolved oxygen data for sample names that have ""SSS"" at the beginning.",2023-02-08,CM_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/CM_SSS_Data_Package_v1/CM_SSS_Data_Package/CM_SSS_flmd.csv
333,SSS_Respiration_10-28-2022.R,"The R code used to calculate respiration rates from the time series dissolved oxygen data for sample names that have ""SSS"" at the beginning.",2023-06-21,v2_CM_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/CM_SSS_Data_Package_v2/v2_CM_SSS_Data_Package/v2_CM_SSS_flmd.csv
642,SSS_Respiration_10-28-2022.R,"The R code used to calculate respiration rates from the time series dissolved oxygen data for sample names that have ""SSS"" at the beginning.",2023-12-20,v3_CM_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/CM_SSS_Data_Package_v3/v3_CM_SSS_Data_Package/v3_CM_SSS_flmd.csv
677,SSS_Respiration_10-28-2022.R,"The R code used to calculate respiration rates from the time series dissolved oxygen data for sample names that have ""SSS"" at the beginning.",2024-07-02,v4_CM_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/CM_SSS_Data_Package_v4/v4_CM_SSS_Data_Package/v4_CM_SSS_flmd.csv
956,SSS_Respiration_10-28-2022.R,"The R code used to calculate respiration rates from the time series dissolved oxygen data for sample names that have ""SSS"" at the beginning.",2025-04-16,v5_CM_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/CM_SSS_Data_Package_v5/v5_CM_SSS_Data_Package/v5_CM_SSS_flmd.csv
1321,SSS_Respiration_10-28-2022.R,"The R code used to calculate respiration rates from the time series dissolved oxygen data for sample names that have ""SSS"" at the beginning.",2025-09-16,v6_CM_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/CM_SSS_Data_Package_v6/v6_CM_SSS_Data_Package/v6_CM_SSS_flmd.csv
351,SSS_Slope_Discharge_Velocity.csv,Measured and modeled hydraulic conditions (velocity; slope; depth; and discharge). Input file to calculate k600 estimates (SSS_k600.csv).,2023-06-29,SSS_ER_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Ecosystem_Respiration_Data_Package/SSS_Ecosystem_Respiration_Data_Package/SSS_ER_flmd.csv
361,SSS_SM_final_*.Rmd,R markdown script for the streamMetabolizer model for special cases. Special cases are sites that needed some manual manipulation to remove biofouled; noisy; or otherwise problematic data. The asterisk (*) indicates Parent_ID; followed by an underscore; followed by the Site_ID.,2023-06-29,SSS_ER_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Ecosystem_Respiration_Data_Package/SSS_Ecosystem_Respiration_Data_Package/SSS_ER_flmd.csv
362,SSS_SM_final_template.Rmd,R markdown script for the streamMetabolizer model.,2023-06-29,SSS_ER_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Ecosystem_Respiration_Data_Package/SSS_Ecosystem_Respiration_Data_Package/SSS_ER_flmd.csv
363,SSS_SM_loop.R,R script that loops each site through the streamMetabolizer model.,2023-06-29,SSS_ER_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Ecosystem_Respiration_Data_Package/SSS_Ecosystem_Respiration_Data_Package/SSS_ER_flmd.csv
278,SSS_Sonar_Depth_Processing.Rmd,R-script used for processing sonar data.,2023-04-14,SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package/SSS_Data_Package/SSS_flmd.csv
496,SSS_Sonar_Depth_Processing.Rmd,R-script used for processing sonar data.,2023-09-20,v2_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package_v2/v2_SSS_Data_Package/v2_SSS_flmd.csv
772,SSS_Sonar_Depth_Processing.Rmd,R-script used for processing sonar data.,2024-10-22,v3_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package_v3/v3_SSS_Data_Package/v3_SSS_flmd.csv
770,SSS_Sonar_Weighted_Avg.R,R-script used for processing sonar data.,2024-10-22,v3_SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package_v3/v3_SSS_Data_Package/v3_SSS_flmd.csv
253,SSS_Water_Depth_Summary.csv,Water depth summary file (average depth; average width; total distance). Calculated from transect depth survey; sonar; and public data.,2023-04-14,SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package/SSS_Data_Package/SSS_flmd.csv
258,SSS_Water_DO_Temp_Summary.csv,Summary statistics (e.g. mean; range) for miniDOT data.,2023-04-14,SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package/SSS_Data_Package/SSS_flmd.csv
270,SSS_Water_DO_Temp_Summary.csv,Summary statistics (e.g. mean; range) for miniDOT manual chamber data.,2023-04-14,SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package/SSS_Data_Package/SSS_flmd.csv
259,SSS_Water_DO_Temp_TsPlot.pdf,Time series plots for data from miniDOT sensor.,2023-04-14,SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package/SSS_Data_Package/SSS_flmd.csv
271,SSS_Water_DO_Temp_TsPlot.pdf,Time series plots for data from miniDOT manual chamber sensor.,2023-04-14,SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package/SSS_Data_Package/SSS_flmd.csv
260,SSS_Water_DO_Temp_Vplot.pdf,Violin plots for data from miniDOT sensor.,2023-04-14,SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package/SSS_Data_Package/SSS_flmd.csv
272,SSS_Water_DO_Temp_Vplot.pdf,Violin plots for data from miniDOT manual chamber sensor.,2023-04-14,SSS_flmd.csv,Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package/SSS_Data_Package/SSS_flmd.csv
